"state","office_name_clean","landing_site_clean","GOC_mel.est","final_lat","final_lon","final_lat.lon_level","final_lat.lon_source","ecorgn","location","OHI.region_geo.est","OHI_state.assign","OHI_region_est","GOC_region.assign","GOC_state.assign","GOC_est"
"SINALOA","ESCUINAPA","BAHIA DEL CONCHAL",NA,24.216,-107.351,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","CULIACAN","VILLA DEL SOL",NA,24.5754023451913,-107.424419290528,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","EL ROSARIO","BAJAMAR","no",32.027,-116.87,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","PUNTA ALTA","no",25.013385,-110.760065277778,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"SINALOA","NAVOLATO","LA TARRAYA",NA,24.7618565826978,-107.683397361755,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","GUASAVE","LA PITAHAYA",NA,25.5551791666667,-108.511665833333,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","NAVOLATO","ALTA MAR",NA,22.877,-106.475,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","PUERTO VIEJO","no",24.08555,-111.08395,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CORTEZ","no",24.4777777,-111.8219444,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","MATANCITAS",NA,31.6803648342134,-116.441554571399,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTA ROSALIA","ESTERO SAN LUCAS","yes",22.9051436,-109.9682813,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"SINALOA","CULIACAN","EL CHUPADERO",NA,23.7282347222222,-106.335073194444,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","TUXPAN","PALAPITA, LA",NA,22.0870969265372,-105.117770520497,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","SANTIAGO IXCUINTLA","BARRA GRANDE BOCA CAMICHIN",NA,21.7463888,-105.4894444,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","PENITA JALTEMBA","PLAYA CALETILLA",NA,21.1623836658869,-105.21154039308,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","ISLA CEDROS","CAMPO COLORADA","yes",28.9968,-113.1442,"state_site","Mel's state.site key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LA PAZ","EL CEDRO","no",23.9532,-110.868,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CULIACAN","LA CRUZ",NA,25.4241856481481,-107.812543703704,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","LAGO PALMER","no",24.5743,-111.6695,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CULIACAN","VAREJONAL",NA,25.0939933,-107.39613885,"state_site","Hem's state.site key",NA,NA,NA,"Region_8","Region_8","yes","yes","yes"
"SONORA","GUAYMAS","COZUMEL",NA,27.9926880336712,-110.86508759233,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"NAYARIT","PENITA JALTEMBA","BAHIA SAYULITA",NA,20.8690862,-105.4410109,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SONORA","GUAYMAS","LITORAL",NA,27.9926880336712,-110.86508759233,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","PUNTA CONEJO","no",25.7725,-112.87385,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","DESAGUE","yes",20.435,-103.23,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","EL DESAGUE","yes",20.232505,-102.626434722222,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","MARGEN LA PRESA","yes",20.43,-103.24,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","LAS BARRANCAS","yes",21.04,-104.12,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","TOLUCA","yes",21.4620566666667,-101.772183055556,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","PUNTA SAN CRISTOBAL","no",22.876,-109.967,"state_site","Mel's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"SINALOA","NAVOLATO","PENINSULA LUCENILLA",NA,24.417,-107.667,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","SAN FELIPE","20 NOVIEMBRE",NA,30.8232761927872,-114.850812713418,"state_office","Hem's state.office key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","PUNTA GORDA","yes",27.0512533333333,-112.906536111111,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","BAHIA CONCEPCION B.C.SUR.","yes",26.81,-111.89,"state_site","Mel's state.site key","Central_Gulf","land","Region_3",NA,"Region_3","yes",NA,"yes"
"BAJA CALIFORNIA","SAN FELIPE","EL MOLINO VIEJO","no",30.4859081,-115.9758053,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MAZATLAN","AGUAS CONTINENTALES",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","TEPIC","SABINOS, LOS",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"NAYARIT","TECUALA","VENA EL AZUELEADERO",NA,22.4984442146623,-105.266154629021,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SINALOA","CULIACAN","LA BRECHA TEACAPAN",NA,23.9530601,-107.0870763,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","LORETO","BOCA PLAYITA","no",22.9333,-110.0403,"state_site","Mel's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","SAN FELIPE","MAZATLAN","yes",30.7213,-114.7082,"state_site","Mel's state.site key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"NAYARIT","TECUALA","PERICOS",NA,22.45383,-105.639,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","MEXICALI","RIO COLORADO","yes",32.59445,-115.595,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","HUATABAMPO","LA ARENITAS","yes",26.7978,-109.775,"state_site","Mel's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","BAHIA KINO","EL COLORADO","yes",29.8142,-112.638,"state_site","Mel's state.site key","Midriff_Region","sea","Region_6",NA,"Region_6","yes","yes","yes"
"SONORA","GOLFO SANTA CLARA","PENASCO","yes",31.31,-113.54,"state_site","Hem's state.site key","Upper_Gulf","land","Region_5",NA,"Region_5","yes","yes","yes"
"SINALOA","GUASAVE","BAHIA MACAPULE",NA,25.38,-108.703,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","HUATABAMPO","PUERTO JUAREZ",NA,26.9777527919635,-109.501158823798,"state_office","Hem's state.office key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"NAYARIT","TUXPAN","BARRIO LOS CERRITOS",NA,22.0870969265372,-105.117770520497,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","BAHIA ASUNCION","ISLA ASUNCION","no",27.1035,-114.29,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","BAHIA FALSA","no",30.4524877777778,-116.002203888889,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN FELIPE","EL MUERTO","yes",29.417,-113.7905,"state_site","Mel's state.site key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"SINALOA","EL ROSARIO","EL CASTILLO",NA,23.86915375,-107.020830555556,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","CRUZ HUANACAXTLE","BANQUITO, EL",NA,20.7914414513754,-105.337144843608,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","BAHIA TORTUGAS","no",27.6926928444444,-114.896186183333,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","PUNTA POZO COTA","no",23.0542,-110.1162,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CRUZ HUANACAXTLE","RINCON GUAYABITOS",NA,21.0242733333333,-105.265997777778,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","SAN QUINTIN","PLAYA SANTA MARIA","no",30.405,-115.974,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TUXPAN","LOS DRAGUITOS",NA,22.0870969265372,-105.117770520497,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SONORA","BAHIA KINO","BAHIA AGIABAMPO","yes",26.3642,-109.146,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"JALISCO","PUERTO VALLARTA","BAHIA BANDERA","yes",20.65,-105.3,"state_site","Mel's state.site key","Southern_Gulf","sea","Region_9",NA,"Region_9","yes",NA,"yes"
"SINALOA","NAVOLATO","LA REFORMA",NA,24.8041755555556,-107.647179444444,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","ESCUINAPA","CULTIVADORES LAS MARISMAS",NA,22.47,-105.613,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","PUERTO MAGDALENA","no",24.6344516666667,-112.139873611111,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","EL AFERRADO",NA,31.6803648342134,-116.441554571399,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","CHAPALA","no",20.2316666666667,-103.149861111111,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","CAMPO PUNTA EL PERICO","yes",24.0323,-109.8094,"state_site","Mel's state.site key","Southern_Gulf","sea","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LA PAZ","PUNTA SALINAS","yes",24.888,-110.683,"state_site","Mel's state.site key","Southern_Gulf","sea","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","EL ROSARIO","EL MUERTITO O PUNTA ROSARITO","no",28.5668,-114.1505,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PUERTO VALLARTA","EL CORRAL","yes",20.0021,-105.389,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","TIJUANA","POPOTLA","no",32.2805272222222,-117.030984861111,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN CARLOS","PUNTA AMARILLA","yes",23.3,-109.9,"state_site","Mel's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"NAYARIT","TUXPAN","LOS LOPEZ",NA,22.3965141666667,-105.295441666667,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAS CRUCES","no",27.9441,-114.1066,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CULIACAN","BAJOS DEL TIO NICHO",NA,24.5754023451913,-107.424419290528,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","ISLA CEDROS","PUNTA BAJA","no",29.9531705555556,-115.803593888889,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CULIACAN","RIO ELOTA",NA,24.00632588,-106.7942852,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","AGUAS CONTINENTALES DEL ESTADO SINALOA",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","NAVOLATO","BAHIA BARADITO Y ALTAMURA",NA,24.7618565826978,-107.683397361755,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","LAGUNA ABOCHO",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","VILLA JESUS MARIA","EL MUERTITO O PUNTA ROSARITO","no",28.5668,-114.1505,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","NAVOLATO","LA ORQUETA",NA,24.7618565826978,-107.683397361755,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","GUADALAJARA","PRESA CIENEGA GALVANEZ","yes",20.69,-103.4,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MAZATLAN","ESTERO BANDERILLAS",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","SAN FELIPE","RANCHO ZIMARRON KM 68","yes",30.63,-114.707,"state_site","Mel's state.site key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"SINALOA","CULIACAN","LOPEZ PORTILLO",NA,24.5754023451913,-107.424419290528,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","EL TEMBLOR","no",24.6,-111.9,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","GUAYMAS","PRESA EL NOVILLO",NA,27.9926880336712,-110.86508759233,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA SUR","BAHIA TORTUGAS","PUERTO ADOLFO LOPEZ MATEOS","no",25.1929061111111,-112.110613611111,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","ENSENADA LA CHABELA","yes",27.18,-112.04,"state_site","Mel's state.site key","Central_Gulf","sea","Region_3",NA,"Region_3","yes",NA,"yes"
"JALISCO","GUADALAJARA","PRESA EL HORNO","yes",20.26,-103.35,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA ASUNCION","BAHIA SAN PABLO","no",27.1974,-114.4633,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","PUNTA COLORADA","yes",25.98125,-111.28335,"state_site","Mel's state.site key","Southern_Gulf","sea","Region_4",NA,"Region_4","yes",NA,"yes"
"JALISCO","GUADALAJARA","PRESA LA LUZ","yes",20.825,-103.045,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","TOPOLOBAMPO","LAS GRULLAS",NA,25.853345,-109.322,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","GOLFO SANTA CLARA","RIO EL NARANJO Y EL SALADO",NA,31.8979505373166,-114.571539538994,"state_office","Hem's state.office key","Upper_Gulf","land","Region_5",NA,"Region_5","yes","yes","yes"
"SINALOA","EL ROSARIO","EL CONCHAL",NA,24.2429144444444,-107.329207222222,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","CHAPALA","MALECOM SEYBAPLAYA","no",19.8,-90.67,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","NAVOLATO","ACUIC. MAR Y SOL.",NA,24.7618565826978,-107.683397361755,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","GUADALAJARA","MONTE NEGRO","yes",20.46,-103.245,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ISLA CEDROS","PUNTA EL PESCADOR","yes",28.9362636,-113.3833794,"state_site","Hem's state.site key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"SINALOA","MAZATLAN","LOS A CABALLO",NA,23.007,-106.027,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","LA PAZ","EL ZARGAZAL","no",27.7369,-115.0322,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TECUALA","LAGUNA AGUA BRAVA",NA,22.1206,-105.5386,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_9","Region_9","Region_9","yes","yes","yes"
"JALISCO","GUADALAJARA","OJO AGUA","no",20.6784959722222,-103.167297222222,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA LOS ANGELES","LAGUNA SALADA","yes",32.45607935,-115.73018945,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","ISLA PARTIDA","yes",28.87,-113.031,"state_site","Hem's state.site key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"NAYARIT","SAN BLAS","LA NUEVA """"U""""",NA,21.5467247384409,-105.258214734707,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","SAN QUINTIN","PUERTO VIEJO",NA,28.0221643518519,-114.115389537037,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","SALSIPUEDES","no",31.9671,-116.8176,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","GUAYMAS","PUNTA CALABOZO","yes",25.06,-110.68,"state_site","Mel's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes","yes","yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","ISLA SAN MARCOS","yes",27.1891708333333,-112.081222222222,"state_office_site","Hem's state.site.office key","Central_Gulf","land","Region_3",NA,"Region_3","yes",NA,"yes"
"NAYARIT","TEPIC","PASEO SAN JUAN",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","ENSENADA","TODOS SANTOS","no",31.3889002777778,-115.757641111111,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MAZATLAN","VIVEROS CAMARON AGUA DULCE",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","GUADALAJARA","PRESA PALO VERDE","yes",20.47,-104.06,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","EL PLAYON SAN RAMON","no",30.77,-116.059,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CRUZ HUANACAXTLE","ESTERO EL CHINO",NA,20.7914414513754,-105.337144843608,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","SANTA ELENITA, COMONDU","no",25.1,-112.01,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","GUAYMAS","ESTERO RANCHO BUENO",NA,27.9926880336712,-110.86508759233,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA","VILLA JESUS MARIA","EL CARDON EN LAGUNA SAN IGNACIO","no",26.811,-113.178,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN CARLOS","LAGUNA TORTUGAS","no",24.5725,-111.7474,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TEPIC","MATITA, LA",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","ENSENADA","RINCON BALLENAS","no",31.9809,-116.7964,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TEPIC","ARROYO DEL CAPOMO",NA,21.4085525,-104.407866388889,"state_office_site","Hem's state.site.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"NAYARIT","TEPIC","COLORIN, EL",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"NAYARIT","TEPIC","EL CIRUELO",NA,21.2589775,-104.348542777778,"state_office_site","Hem's state.site.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"NAYARIT","TEPIC","LAS BLANCAS",NA,21.6047724305556,-104.765127152778,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","ENSENADA","SAN RAFAEL","yes",31.6737611111111,-116.526531388889,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CULIACAN","ORILLA DEL RIO HUMAYA",NA,24.5754023451913,-107.424419290528,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","TEPIC","EL BRASIL",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"SINALOA","MAZATLAN","LITORAL DEL ESTADO",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","SANTIAGO IXCUINTLA","CENTRO RECEPCION COOP. OSTRICAMICHIN",NA,21.9838665077391,-104.896760868459,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","GUAMUCHIL","yes",27.3014316666667,-112.877783611111,"state_site","Hem's state.site key","Central_Gulf","land","Region_3",NA,"Region_3","yes",NA,"yes"
"NAYARIT","TECUALA","LOMA DEL COYOTE",NA,22.4984442146623,-105.266154629021,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TECUALA","CUACOYOTL, EL",NA,22.4984442146623,-105.266154629021,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","EL ROSARIO","BAHIA LOS ANGELES B.C.N.","yes",28.95192,-113.56243,"state_site","Mel's state.site key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"NAYARIT","TUXPAN","EL PUENTE",NA,21.6110179861111,-105.059310486111,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SINALOA","GUASAVE","VARIOS",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","ESCUINAPA","RESPONDEREMOS A MEXICO",NA,24.158135848652,-107.17831721137,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","NAVOLATO","BAHIA ALTATA",NA,24.568,-107.832,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO","yes",24.1024486111111,-110.4131275,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"SINALOA","LOS MOCHIS","BAJO BALLENAS",NA,25.98,-109.474,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","EL ROSARIO","LITORAL","no",30.063,-115.763,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","BAHIA KINO","PRESA ADOLFO RUIZ CORTINEZ",NA,28.8055591259102,-111.67893340009,"state_office","Hem's state.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"SINALOA","LOS MOCHIS","LITORAL DEL ESTADO",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
