"state","landing_site","inside_GOC","est_habitat","lat_est","lon_est","latlon_est_flag","HemKey_lat","HemKey_lon","HemPermitKey_lat","HemPermitKey_lon","MelKey_lat","MelKey_lon"
"SINALOA","PERICOS",NA,NA,26.1117625,-107.40783,NA,26.1117625,-107.40783,NA,NA,NA,NA
"GUERRERO","POZA DEL CUATETE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","LA MANA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","LA RESERVA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","PAREDONES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","NP",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PLAYA ZIHUATANEJO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA LA VENTANA","yes",NA,24.0453,-109.929,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.0453,-109.929,"Baja_California_Sur_South",NA
"GUERRERO","PASO REAL DEL BARRIAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA ALMEJAS","no",NA,24.4762521160234,-111.68199854967,NA,24.4762521160234,-111.68199854967,24.441,-111.678,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUERTO ASTORGA","no",NA,25.1895,-112.1188,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.1895,-112.1188,"Baja_California_Sur_South",NA
"MICHOACAN","LA MANZANILLA II",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA COYOTE (EN LORETO)","yes",NA,26.005,-111.337,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.005,-111.337,"Baja_California_Sur_South",NA
"GUERRERO","ZACATULA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","NO TIENE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EL MARTIRIO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","HUATABAMPITO","yes",NA,26.69249,-109.579,NA,26.69249,-109.579,26.6961,-109.6097,"Sonora_South",NA
"BAJA CALIFORNIA SUR","R/A. PUEBLO NUEVO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","LA PLAYITA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","MANANTIAL LA ALBERCA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","LAS HUERTAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"COLIMA","RIO EL SALADO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","TAPO LA MAJAHUA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","CHURUMUCO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","ARROYO AGUA BLANCA",NA,"freshwater",20.5,-104.15,NA,20.5,-104.15,20.83,-103.15,"Nayarit/Jalisco","interior watershed; not the Pacific Agua Blanca beach in Nayarit"
"SONORA","LA GUASIMA",NA,NA,27.6286111111111,-108.983333333333,NA,27.6286111111111,-108.983333333333,NA,NA,NA,NA
"MICHOACAN","EL CUERAMAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PLAYA HAMACAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","PRESA VISTA HERMOSA",NA,"freshwater",20.44,-103.29,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.44,-103.29,"Nayarit/Jalisco","interior basin"
"SINALOA","TRES ISLAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA CHOROS","no",NA,27.1268,-114.154,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.1268,-114.154,"Baja_California_Sur_North",NA
"JALISCO","LA TUNA",NA,"freshwater",19.7446563888889,-104.252803888889,NA,19.7446563888889,-104.252803888889,20.46,-103.26,"Nayarit/Jalisco","near Vista Hermosa cluster"
"CHIAPAS","LAS MANZANAS TONALA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","EUSTAQUIO BUELNA (PRESA)",NA,NA,25.148,-107.407,NA,25.148,-107.407,NA,NA,NA,NA
"MICHOACAN","COLONIA GUADALUPE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","LA ENCARNACION",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","PIEDRA DEL ASADERO",NA,NA,21.6388,-105.2532,NA,21.6388,-105.2532,NA,NA,NA,NA
"JALISCO","PLAYA CAREYITOS","no","marine",19.44,-105.02,NA,19.44,-105.02,19.35,-105.04,NA,"Costa Careyes / Careyitos"
"GUERRERO","RIO ATOYAC",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","CORTINA",NA,NA,24.43337,-107.113,NA,24.43337,-107.113,NA,NA,NA,NA
"OAXACA","CAMPO PESQUERO PLAYA COLORADA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","PUENTE JUAREZ",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","PESQ. EL TULE.",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EJIDO AZTLAN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","CHICURAS",NA,NA,26.463685,-108.193033055556,NA,26.463685,-108.193033055556,NA,NA,NA,NA
"NAYARIT","EL PASO, IXTAPA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","RIO ARRIBA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","CERRO TORTUGA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","MUELLE DE PROD. PESQUERO MATANCITAS","no",NA,25.147,-111.998,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.147,-111.998,"Baja_California_Sur_South",NA
"SINALOA","ESTERO EL SACRIFICIO",NA,NA,25.412,-108.663,NA,25.412,-108.663,NA,NA,NA,NA
"GUERRERO","LITORAL DEL ESTADO DE GRO.",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","MARRON","no",NA,28.8122,-114.3768,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.8122,-114.3768,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","LOPEZ MATEOS","no",NA,25.192,-112.117,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.192,-112.117,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","BUENAVISTA","no",NA,24.8213705555556,-110.821933611111,NA,24.8213705555556,-110.821933611111,25.6691,-112.0808,"Baja_California_Sur_South",NA
"NAYARIT","BOCA DE AZADERO",NA,NA,21.643375,-105.4254787,NA,21.643375,-105.4254787,NA,NA,NA,NA
"SINALOA","BARBARAZA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","AGUACALIENTE",NA,NA,22.19,-104.9025,NA,22.19,-104.9025,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ESTERO SAN JOSE B.C.N.","no",NA,30.42,-115.93,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,30.42,-115.93,"Baja_California_Sur_North",NA
"SINALOA","SAN BUENAVENTURA",NA,NA,25.958,-108.231,NA,25.958,-108.231,NA,NA,NA,NA
"OAXACA","ESTERO DE PLAYA COLORADO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","DIQUE POROHUI",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","TOPOLOBAMPO","yes",NA,25.602,-109.056,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.602,-109.056,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","PUNTA EL LIMON (EN ISLA CERRALVO)","yes",NA,24.2357,-109.8693,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.2357,-109.8693,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","CAMPO EL COLORADO","yes",NA,24.733,-110.685,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.733,-110.685,"Baja_California_Sur_South",NA
"GUERRERO","EL HUIZACHILLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CAMPO CHESTER","no",NA,27.8583,-115.0444,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.8583,-115.0444,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","BOCA DE FLOR DE MALVA","no",NA,24.132,-111.077,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.132,-111.077,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PTO CANCUN","no",NA,24.5597,-111.6402,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.5597,-111.6402,"Baja_California_Sur_South",NA
"SINALOA","ARROYO LOS CAUGUES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","MOLINO VIEJO","no",NA,30.4845983333333,-115.976866944444,NA,30.4845983333333,-115.976866944444,30.48,-115.98,"Baja_California_South",NA
"SINALOA","EL PERIHUETE",NA,NA,25.2000913888889,-108.377351666667,NA,25.2000913888889,-108.377351666667,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL PALMAR","no",NA,23.2884,-110.1692,NA,25.72878,-111.418,23.2884,-110.1692,"Baja_California_Sur_South",NA
"NAYARIT","ZAPOTE DE PICACHOS",NA,NA,21.7677,-104.7388,NA,21.7677,-104.7388,NA,NA,NA,NA
"SINALOA","LAS SALINITAS",NA,NA,23.4597008333333,-106.600317777778,NA,23.4597008333333,-106.600317777778,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CAMPO EL DATIL (EN LA LAGUNA OJO DE LIEBRE)","no",NA,27.76,-113.91,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.76,-113.91,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","LAGUNA ESCONDIDA","no",NA,26.8255,-113.4079,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.8255,-113.4079,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","NO TIENE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","EL FISGADERO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","LAS PALOMAS","yes",NA,31.3065463888889,-116.255791388889,NA,31.3065463888889,-116.255791388889,30.9903,-114.8155,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","ISLA SAN ROQUE","no",NA,27.1478,-114.3918,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.1478,-114.3918,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","PUNTA AMARILLA (O SANTA ROSA)","yes",NA,23.3,-109.9,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,23.3,-109.9,"Baja_California_Sur_South",NA
"CHIAPAS","PUEBLO NUEVO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","AVIACION",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","MAICULIS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","SANTA ISABEL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","CHANTUTO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","ATRACADERO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUNTA SAN JASINTO","no",NA,30.9227,-116.2132,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,30.9227,-116.2132,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","PUERTO DATIL","no",NA,24.4051272222222,-111.521190555556,NA,24.4051272222222,-111.521190555556,24.3721,-111.4977,"Baja_California_Sur_South",NA
"SINALOA","EL TETUAN",NA,NA,24.6285642,-107.9109656,NA,24.6285642,-107.9109656,NA,NA,NA,NA
"SINALOA","DISTRITO DE RIEGO NUMERO 10",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","PRESA EL MOLINITO",NA,NA,29.2131552777778,-110.728329722222,NA,29.2131552777778,-110.728329722222,NA,NA,NA,NA
"NAYARIT","RANCHO VIEJO (POTREROS)",NA,NA,22.708,-105.3703,NA,22.708,-105.3703,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL HORCONCITO","no",NA,25.5203,-112.0781,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.5203,-112.0781,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","SANTO DOMINGO (VARADERO)","no",NA,28.257,-114.09,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.257,-114.09,"Baja_California_South",NA
"OAXACA","EL PASO DEL MALUCO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUNTA CABRA","no",NA,31.32724,-116.44,NA,31.32724,-116.44,31.3264,-116.4541,"Baja_California_North",NA
"SINALOA","CAMPO EL CASTILLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","MANO PANTERA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","LA BINORAMA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","EL CHILOCOTE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","CAMPO DE COMIDA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","LA LUPE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"COLIMA","MUELLE PESQUERO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","GUAMUCHIL",NA,NA,23.6472372222222,-106.069353333333,NA,23.6472372222222,-106.069353333333,NA,NA,NA,NA
"MICHOACAN","EL BADO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","ESTERO SIRENA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PRESA MORELOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA PICKETSON","no",NA,24.5542,-111.6877,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.5542,-111.6877,"Baja_California_Sur_South",NA
"SINALOA","LA VINATA",NA,NA,24.5481263888889,-107.286348611111,NA,24.5481263888889,-107.286348611111,NA,NA,NA,NA
"SINALOA","LA BAYONA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","EL TENPLETE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","PUEBLO VIEJO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUNTA CONO","no",NA,28.96802,-114.586,NA,28.96802,-114.586,28.9643,-114.58,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","PUNTA BELCHER (O PUNTA ARENAS)","no",NA,24.62,-112.12,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.62,-112.12,"Baja_California_Sur_South",NA
"SINALOA","PREDIO MAPAHUI (CULT.)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PRESA HERMENEGILDO GALEANA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","MARISCAL","no",NA,24.6,-111.98,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.6,-111.98,"Baja_California_Sur_South",NA
"OAXACA","PLAYA LARGA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SANTA ROSALIA","yes",NA,27.34,-112.274,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.34,-112.274,"Baja_California_South",NA
"SINALOA","BACHOMOBAMPO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN ISIDRO Q.ROO","no",NA,31.2906,-116.4121,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,31.2906,-116.4121,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","BAJO EL TIBURON","yes",NA,26.8487,-111.8988,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.8487,-111.8988,"Baja_California_Sur_North",NA
"OAXACA","EL ZARZAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","RIO HARDY",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","SALTO CHICO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ISLOTES TODOS SANTOS","no",NA,31.7995,-116.7815,NA,31.7995,-116.7815,31.7995,-116.7815,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","SANTA ROSALIITA","yes",NA,26.5668,-111.7905,NA,28.6686111,-114.2369444,26.5668,-111.7905,"Baja_California_Sur_North",NA
"SINALOA","LAGUNA VERDE",NA,NA,22.948,-105.902,NA,22.948,-105.902,NA,NA,NA,NA
"BAJA CALIFORNIA","PUERTO LOBOS","no",NA,28.875,-114.4341,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.875,-114.4341,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","PRIMER ARROYO","no",NA,27.8311,-114.3941,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.8311,-114.3941,"Baja_California_Sur_North",NA
"NAYARIT","EL HOBO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","CENTRO DE ACOPIO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUERTO ESCONDIDO (EN LORETO)","yes",NA,26.005,-111.337,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.005,-111.337,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","ROSALIITA","no",NA,28.372,-114.182,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.372,-114.182,"Baja_California_South",NA
"BAJA CALIFORNIA","TIJUANA","no",NA,32.5324608333333,-117.018913333333,NA,32.5324608333333,-117.018913333333,32.5334,-117.034,"Baja_California_North",NA
"GUERRERO","BAJADERO EL DORADO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ENSENADA EL MUERTO","yes",NA,27.0994,-111.9924,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.0994,-111.9924,"Baja_California_Sur_North",NA
"SINALOA","PUNTA PALA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","RANCHERIA SAJIO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","IGNACIO ALLENDE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LOS DIFUNTOS","no",NA,23.3414,-110.1886,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,23.3414,-110.1886,"Baja_California_Sur_South",NA
"SINALOA","CORTINA DE LA PRESA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUERTO VIEJO (EN B.C.N.)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","PUEBLO VIEJO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL CARDONAL","yes",NA,23.8433702777778,-109.748020555556,NA,23.8433702777778,-109.748020555556,24.031,-110.367,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PEÑASCO","yes",NA,31.31,-113.54,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,31.31,-113.54,"Baja_California_Sur_North",NA
"SINALOA","DISTRITO DE RIEGO NO. 74",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","EMBARCADERO EL RASTRO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","PRESA ADOLFO RUIZ CORTINEZ",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","RINCON DE PUNTA BANDA","no",NA,31.7239,-116.6781,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,31.7239,-116.6781,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","SAN LUIS GONZAGA B.C.N.","yes",NA,29.79,-114.39,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,29.79,-114.39,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","SAN MARCOS (EN ISLA SAN MARCOS)","yes",NA,27.17,-112.06,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.17,-112.06,"Baja_California_Sur_North",NA
"CHIAPAS","AGOST. DE PIJIJIAPAN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ISLA SAN JOSE","yes",NA,24.9710304,-110.628811,NA,24.9710304,-110.628811,24.92,-110.58,"Baja_California_Sur_South",NA
"SINALOA","LOS ALGODONES",NA,NA,25.9714419444444,-109.283169444444,NA,25.9714419444444,-109.283169444444,NA,NA,NA,NA
"CHIAPAS","LA TIGRILLA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","LAGUNA DEL CHONTE (CULT)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","EL OSTIONAL (CULT)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"COLIMA","LAGUNA VASO DE AMELA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","AGUAS LITORALES (CD. CONSTITUCION)","no",NA,25.2,-112,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.2,-112,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","EL QUEEN",NA,NA,27.77639,-114.64,NA,27.77639,-114.64,NA,NA,NA,NA
"SINALOA","EL ESPINAZO DEL DIABLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PRESA JOSE M.MORELOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","COLONIA CABEZTRADA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","EL GUINEO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUERTO ALMEJA","yes",NA,26.379,-111.43,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.379,-111.43,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","BAHIA BALLENAS","no",NA,26.76,-113.391,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.76,-113.391,"Baja_California_Sur_North",NA
"SINALOA","LAGUNA DE ABOCHO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","EL ROBLE SAN RAFAEL",NA,NA,24.166,-106.704,NA,24.166,-106.704,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ESTERO SAN RAFAEL","no",NA,25.7396,-112.1024,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.7396,-112.1024,"Baja_California_Sur_South",NA
"SINALOA","GRULLA MARGEN DERECHA",NA,NA,25.894,-109.356,NA,25.894,-109.356,NA,NA,NA,NA
"BAJA CALIFORNIA","PUNTA PIEDRA","no",NA,32.0832477777778,-116.883638611111,NA,32.0832477777778,-116.883638611111,31.344,-116.448,"Baja_California_North",NA
